Mod:Item:MetaData, Localized Name
gregtech:machine:1033, Advanced Fluid Drilling Rig
gregtech:machine:1034, Advanced Fluid Drilling Rig II
gregtech:machine:1150, ULV Input Bus
gregtech:machine:1151, LV Input Bus
gregtech:machine:1152, MV Input Bus
gregtech:machine:1153, HV Input Bus
gregtech:machine:1154, EV Input Bus
gregtech:machine:1155, IV Input Bus
gregtech:machine:1156, LuV Input Bus
gregtech:machine:1157, ZPM Input Bus
gregtech:machine:1158, UV Input Bus
gregtech:machine:1159, UHV Input Bus
gregtech:machine:1165, ULV Output Bus
gregtech:machine:1166, LV Output Bus
gregtech:machine:1167, MV Output Bus
gregtech:machine:1168, HV Output Bus
gregtech:machine:1169, EV Output Bus
gregtech:machine:1170, IV Output Bus
gregtech:machine:1171, LuV Output Bus
gregtech:machine:1172, ZPM Output Bus
gregtech:machine:1173, UV Output Bus
gregtech:machine:1174, UHV Output Bus
gregtech:machine:1180, ULV Input Hatch
gregtech:machine:1181, LV Input Hatch
gregtech:machine:1182, MV Input Hatch
gregtech:machine:1183, HV Input Hatch
gregtech:machine:1184, EV Input Hatch
gregtech:machine:1185, IV Input Hatch
gregtech:machine:1186, LuV Input Hatch
gregtech:machine:1187, ZPM Input Hatch
gregtech:machine:1188, UV Input Hatch
gregtech:machine:1189, UHV Input Hatch
gregtech:machine:1190, Quadruple Input Hatch
gregtech:machine:1191, Nonuple Input Hatch
gregtech:machine:1195, ULV Output Hatch
gregtech:machine:1196, LV Output Hatch
gregtech:machine:1197, MV Output Hatch
gregtech:machine:1198, HV Output Hatch
gregtech:machine:1199, EV Output Hatch
gregtech:machine:1200, IV Output Hatch
gregtech:machine:1201, LuV Output Hatch
gregtech:machine:1202, ZPM Output Hatch
gregtech:machine:1203, UV Output Hatch
gregtech:machine:1204, UHV Output Hatch
gregtech:machine:1205, Quadruple Output Hatch
gregtech:machine:1206, Nonuple Output Hatch
gregtech:machine:1210, ULV Energy Hatch
gregtech:machine:1211, LV Energy Hatch
gregtech:machine:1212, MV Energy Hatch
gregtech:machine:1213, HV Energy Hatch
gregtech:machine:1214, EV Energy Hatch
gregtech:machine:1215, IV Energy Hatch
gregtech:machine:1216, LuV Energy Hatch
gregtech:machine:1217, ZPM Energy Hatch
gregtech:machine:1218, UV Energy Hatch
gregtech:machine:1219, UHV Energy Hatch
gregtech:machine:1225, ULV Dynamo Hatch
gregtech:machine:1226, LV Dynamo Hatch
gregtech:machine:1227, MV Dynamo Hatch
gregtech:machine:1228, HV Dynamo Hatch
gregtech:machine:1229, EV Dynamo Hatch
gregtech:machine:1230, IV Dynamo Hatch
gregtech:machine:1231, LuV Dynamo Hatch
gregtech:machine:1232, ZPM Dynamo Hatch
gregtech:machine:1233, UV Dynamo Hatch
gregtech:machine:1234, UHV Dynamo Hatch
gregtech:machine:1399, EV 4A Energy Hatch
gregtech:machine:1240, IV 4A Energy Hatch
gregtech:machine:1241, LuV 4A Energy Hatch
gregtech:machine:1242, ZPM 4A Energy Hatch
gregtech:machine:1243, UV 4A Energy Hatch
gregtech:machine:1244, UHV 4A Energy Hatch
gregtech:machine:1245, IV 16A Energy Hatch
gregtech:machine:1246, LuV 16A Energy Hatch
gregtech:machine:1247, ZPM 16A Energy Hatch
gregtech:machine:1248, UV 16A Energy Hatch
gregtech:machine:1249, UHV 16A Energy Hatch
gregtech:machine:1400, EV 4A Dynamo Hatch
gregtech:machine:1250, IV 4A Dynamo Hatch
gregtech:machine:1251, LuV 4A Dynamo Hatch
gregtech:machine:1252, ZPM 4A Dynamo Hatch
gregtech:machine:1253, UV 4A Dynamo Hatch
gregtech:machine:1254, UHV 4A Dynamo Hatch
gregtech:machine:1255, IV 16A Dynamo Hatch
gregtech:machine:1256, LuV 16A Dynamo Hatch
gregtech:machine:1257, ZPM 16A Dynamo Hatch
gregtech:machine:1258, UV 16A Dynamo Hatch
gregtech:machine:1259, UHV 16A Dynamo Hatch
gregtech:machine:1270, Ultra Low Voltage Transformer
gregtech:machine:1271, Low Voltage Transformer
gregtech:machine:1272, Medium Voltage Transformer
gregtech:machine:1273, High Voltage Transformer
gregtech:machine:1274, Extreme Voltage Transformer
gregtech:machine:1275, Insane Voltage Transformer
gregtech:machine:1276, Ludicrous Voltage Transformer
gregtech:machine:1277, Zero Point Module Transformer
gregtech:machine:1278, Ultimate Voltage Transformer
gregtech:machine:1285, Ultra Low Voltage Adjustable Transformer
gregtech:machine:1286, Low Voltage Adjustable Transformer
gregtech:machine:1287, Medium Voltage Adjustable Transformer
gregtech:machine:1288, High Voltage Adjustable Transformer
gregtech:machine:1289, Extreme Voltage Adjustable Transformer
gregtech:machine:1290, Insane Voltage Adjustable Transformer
gregtech:machine:1291, Ludicrous Voltage Adjustable Transformer
gregtech:machine:1292, Zero Point Module Transformer
gregtech:machine:1293, Ultimate Voltage Adjustable Transformer
gregtech:machine:1300, Ultra Low Voltage Diode
gregtech:machine:1301, Low Voltage Diode
gregtech:machine:1302, Medium Voltage Diode
gregtech:machine:1303, High Voltage Diode
gregtech:machine:1304, Extreme Voltage Diode
gregtech:machine:1305, Insane Voltage Diode
gregtech:machine:1306, Ludicrous Voltage Diode
gregtech:machine:1307, Zero Point Module Diode
gregtech:machine:1308, Ultimate Voltage Diode
gregtech:machine:1309, Ultra High Voltage Diode
gregtech:machine:1315, Ultra Low Voltage 4x Battery Buffer
gregtech:machine:1316, Low Voltage 4x Battery Buffer
gregtech:machine:1317, Medium Voltage 4x Battery Buffer
gregtech:machine:1318, High Voltage 4x Battery Buffer
gregtech:machine:1319, Extreme Voltage 4x Battery Buffer
gregtech:machine:1320, Insane Voltage 4x Battery Buffer
gregtech:machine:1321, Ludicrous Voltage 4x Battery Buffer
gregtech:machine:1322, Zero Point Module 4x Battery Buffer
gregtech:machine:1323, Ultimate Voltage 4x Battery Buffer
gregtech:machine:1324, Ultra High Voltage 4x Battery Buffer
gregtech:machine:1325, Ultra Low Voltage 8x Battery Buffer
gregtech:machine:1326, Low Voltage 8x Battery Buffer
gregtech:machine:1327, Medium Voltage 8x Battery Buffer
gregtech:machine:1328, High Voltage 8x Battery Buffer
gregtech:machine:1329, Extreme Voltage 8x Battery Buffer
gregtech:machine:1330, Insane Voltage 8x Battery Buffer
gregtech:machine:1331, Ludicrous Voltage 8x Battery Buffer
gregtech:machine:1332, Zero Point Module 8x Battery Buffer
gregtech:machine:1333, Ultimate Voltage 8x Battery Buffer
gregtech:machine:1334, Ultra High Voltage 8x Battery Buffer
gregtech:machine:1335, Ultra Low Voltage 16x Battery Buffer
gregtech:machine:1336, Low Voltage 16x Battery Buffer
gregtech:machine:1337, Medium Voltage 16x Battery Buffer
gregtech:machine:1338, High Voltage 16x Battery Buffer
gregtech:machine:1339, Extreme Voltage 16x Battery Buffer
gregtech:machine:1340, Insane Voltage 16x Battery Buffer
gregtech:machine:1341, Ludicrous Voltage 16x Battery Buffer
gregtech:machine:1342, Zero Point Module 16x Battery Buffer
gregtech:machine:1343, Ultimate Voltage 16x Battery Buffer
gregtech:machine:1344, Ultra High Voltage 16x Battery Buffer
gregtech:machine:1375, Ultra Low Voltage Turbo Charger
gregtech:machine:1376, Low Voltage Turbo Charger
gregtech:machine:1377, Medium Voltage Turbo Charger
gregtech:machine:1378, High Voltage Turbo Charger
gregtech:machine:1379, Extreme Voltage Turbo Charger
gregtech:machine:1380, Insane Voltage Turbo Charger
gregtech:machine:1381, Ludicrous Voltage Turbo Charger
gregtech:machine:1382, Zero Point Module Turbo Charger
gregtech:machine:1383, Ultimate Voltage Turbo Charger
gregtech:machine:1384, Ultra High Voltage Turbo Charger
gregtech:machine:1390, Basic World Accelerator
gregtech:machine:1391, Advanced World Accelerator
gregtech:machine:1392, Advanced World Accelerator II
gregtech:machine:1393, Advanced World Accelerator III
gregtech:machine:1394, Elite World Accelerator
gregtech:machine:1395, Elite World Accelerator II
gregtech:machine:1396, Elite World Accelerator III
gregtech:machine:1397, Ultimate World Accelerator
gregtech:machine:1398, Machine Access Interface
gregtech:machine:1510, Basic Buffer
gregtech:machine:1511, Advanced Buffer
gregtech:machine:1512, Advanced Buffer II
gregtech:machine:1515, Basic Fisher
gregtech:machine:1516, Advanced Fisher
gregtech:machine:1517, Advanced Fisher II
gregtech:machine:1518, Advanced Fisher III
gregtech:machine:1530, Basic Pump
gregtech:machine:1531, Advanced Pump
gregtech:machine:1532, Advanced Pump II
gregtech:machine:1533, Advanced Pump III
gregtech:machine:1560, Super Chest I
gregtech:machine:1561, Super Chest II
gregtech:machine:1562, Super Chest III
gregtech:machine:1563, Super Chest IV
gregtech:machine:1564, Super Chest V
gregtech:machine:1570, Quantum Chest I
gregtech:machine:1571, Quantum Chest II
gregtech:machine:1572, Quantum Chest III
gregtech:machine:1573, Quantum Chest IV
gregtech:machine:1574, Quantum Chest V
gregtech:machine:1575, Super Tank I
gregtech:machine:1576, Super Tank II
gregtech:machine:1577, Super Tank III
gregtech:machine:1578, Super Tank IV
gregtech:machine:1579, Super Tank V
gregtech:machine:1585, Quantum Tank I
gregtech:machine:1586, Quantum Tank II
gregtech:machine:1587, Quantum Tank III
gregtech:machine:1588, Quantum Tank IV
gregtech:machine:1589, Quantum Tank V
gregtech:machine:1590, Basic Block Breaker
gregtech:machine:1591, Advanced Block Breaker
gregtech:machine:1592, Advanced Block Breaker II
gregtech:machine:1593, Advanced Block Breaker III
gregtech:machine:1596, Wooden Tank Valve
gregtech:machine:1597, Wooden Multiblock Tank
gregtech:machine:1598, Steel Tank Valve
gregtech:machine:1599, Steel Multiblock Tank
gregtech:machine:1610, Wooden Barrel
gregtech:machine:1611, Bronze Drum
gregtech:machine:1612, Steel Drum
gregtech:machine:1613, Aluminium Drum
gregtech:machine:1614, Stainless Steel Drum
gregtech:machine:1625, Wooden Crate
gregtech:machine:1626, Bronze Crate
gregtech:machine:1627, Steel Crate
gregtech:machine:1628, Aluminium Crate
gregtech:machine:1629, Stainless Steel Crate
gregtech:machine:1630, Titanium Crate
gregtech:machine:1631, Tungstensteel Crate
gregtech:machine:1640, HV Rotor Holder
gregtech:machine:1641, EV Rotor Holder
gregtech:machine:1642, IV Rotor Holder
gregtech:machine:1643, LuV Rotor Holder
gregtech:machine:1644, ZPM Rotor Holder
gregtech:machine:1645, UV Rotor Holder
gregtech:machine:1646, Locked Safe
gregtech:machine:1647, Crafting Station
gregtech:machine:1648, Primitive Water Pump
gregtech:machine:1649, Pump Output Hatch
gregtech:machine:1650, Infinite GT Energy Unit Emitter
gregtech:machine:1651, Output Bus (Steam)
gregtech:machine:1652, Input Bus (Steam)
gregtech:machine:1653, Steam Hatch
gregtech:machine:1654, Maintenance Hatch
gregtech:machine:1655, Configurable Maintenance Hatch
gregtech:machine:1656, Automatic Maintenance Hatch
gregtech:machine:1657, LV Muffler Hatch
gregtech:machine:1658, MV Muffler Hatch
gregtech:machine:1659, HV Muffler Hatch
gregtech:machine:1660, EV Muffler Hatch
gregtech:machine:1661, IV Muffler Hatch
gregtech:machine:1662, LuV Muffler Hatch
gregtech:machine:1663, ZPM Muffler Hatch
gregtech:machine:1664, UV Muffler Hatch
gregtech:machine:1667, Monitor Screen
gregtech:machine:1668, Creative Quantum Chest
gregtech:machine:1669, Creative Quantum Tank
gregtech:machine:8503, Basic Slicing Machine
gregtech:machine:8504, Advanced Slicing Machine
gregtech:machine:8505, Advanced Slicing Machine II
gregtech:machine:8506, Advanced Slicing Machine III
gregtech:machine:8507, Elite Slicing Machine
gregtech:machine:8508, Elite Slicing Machine II
gregtech:machine:8509, Elite Slicing Machine III
gregtech:machine:8510, Elite Slicing Machine IV
gregtech:machine:8516, Primitive Baking Oven
gregtech:machine:8517, Electric Baking Oven
gregtech:machine:8518, Basic Cuisine Assembler
gregtech:machine:8519, Advanced Cuisine Assembler
gregtech:machine:8520, Advanced Cuisine Assembler II
gregtech:machine:8521, Advanced Cuisine Assembler III
gregtech:machine:8522, Elite Cuisine Assembler
gregtech:machine:8523, Elite Cuisine Assembler II
gregtech:machine:8524, Elite Cuisine Assembler III
gregtech:machine:8525, Elite Cuisine Assembler IV
gregtech:machine:8531, Basic Microwave
gregtech:machine:8532, Advanced Microwave
gregtech:machine:8533, Advanced Microwave II
gregtech:machine:8534, Advanced Microwave III
gregtech:machine:8535, Elite Microwave
gregtech:machine:8536, Elite Microwave II
gregtech:machine:8537, Elite Microwave III
gregtech:machine:8538, Elite Microwave IV
gregtech:machine:8544, Steam Baking Oven
gregtech:machine:8545, Basic Mob Age Sorter
gregtech:machine:8546, Advanced Mob Age Sorter
gregtech:machine:8547, Advanced Mob Age Sorter II
gregtech:machine:8548, Advanced Mob Age Sorter III
gregtech:machine:8549, Basic Mob Exterminator
gregtech:machine:8550, Advanced Mob Exterminator
gregtech:machine:8551, Advanced Mob Exterminator II
gregtech:machine:8552, Advanced Mob Exterminator III
gregtech:machine:8553, Basic Mob Extractor
gregtech:machine:8554, Advanced Mob Extractor
gregtech:machine:8555, Advanced Mob Extractor II
gregtech:machine:8556, Advanced Mob Extractor III
gregtech:machine:8557, Elite Mob Extractor
gregtech:machine:8558, Elite Mob Extractor II
gregtech:machine:8559, Elite Mob Extractor III
gregtech:machine:8560, Elite Mob Extractor IV
gregtech:wire_single:2, 1x Aluminium Wire
gregtech:wire_single:252, 1x Annealed Copper Wire
gregtech:wire_single:2011, 1x Black Steel Wire
gregtech:wire_single:2527, 1x Blue Alloy Wire
gregtech:wire_single:23, 1x Cobalt Wire
gregtech:wire_single:25, 1x Copper Wire
gregtech:wire_single:274, 1x Cupronickel Wire
gregtech:wire_single:277, 1x Electrum Wire
gregtech:wire_single:431, 1x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_single:33, 1x Europium Wire
gregtech:wire_single:41, 1x Gold Wire
gregtech:wire_single:342, 1x Graphene Wire
gregtech:wire_single:2516, 1x HSS-G Wire
gregtech:wire_single:429, 1x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_single:51, 1x Iron Wire
gregtech:wire_single:288, 1x Kanthal Wire
gregtech:wire_single:55, 1x Lead Wire
gregtech:wire_single:425, 1x Magnesium Diboride Wire
gregtech:wire_single:424, 1x Manganese Phosphide Wire
gregtech:wire_single:426, 1x Mercury Barium Calcium Cuprate Wire
gregtech:wire_single:124, 1x Naquadah Wire
gregtech:wire_single:2042, 1x Naquadah Alloy Wire
gregtech:wire_single:294, 1x Nichrome Wire
gregtech:wire_single:69, 1x Nickel Wire
gregtech:wire_single:295, 1x Niobium Nitride Wire
gregtech:wire_single:296, 1x Niobium-Titanium Wire
gregtech:wire_single:75, 1x Osmium Wire
gregtech:wire_single:80, 1x Platinum Wire
gregtech:wire_single:2517, 1x Red Alloy Wire
gregtech:wire_single:432, 1x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_single:428, 1x Samarium Iron Arsenic Oxide Wire
gregtech:wire_single:100, 1x Silver Wire
gregtech:wire_single:324, 1x Steel Wire
gregtech:wire_single:112, 1x Tin Wire
gregtech:wire_single:130, 1x Trinium Wire
gregtech:wire_single:128, 1x Tritanium Wire
gregtech:wire_single:115, 1x Tungsten Wire
gregtech:wire_single:2013, 1x Tungstensteel Wire
gregtech:wire_single:430, 1x Uranium Rhodium Dinaquadide Wire
gregtech:wire_single:427, 1x Uranium Triplatinum Wire
gregtech:wire_single:334, 1x Vanadium-Gallium Wire
gregtech:wire_single:338, 1x Yttrium Barium Cuprate Wire
gregtech:wire_double:2, 2x Aluminium Wire
gregtech:wire_double:252, 2x Annealed Copper Wire
gregtech:wire_double:2011, 2x Black Steel Wire
gregtech:wire_double:2527, 2x Blue Alloy Wire
gregtech:wire_double:23, 2x Cobalt Wire
gregtech:wire_double:25, 2x Copper Wire
gregtech:wire_double:274, 2x Cupronickel Wire
gregtech:wire_double:277, 2x Electrum Wire
gregtech:wire_double:431, 2x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_double:33, 2x Europium Wire
gregtech:wire_double:41, 2x Gold Wire
gregtech:wire_double:342, 2x Graphene Wire
gregtech:wire_double:2516, 2x HSS-G Wire
gregtech:wire_double:429, 2x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_double:51, 2x Iron Wire
gregtech:wire_double:288, 2x Kanthal Wire
gregtech:wire_double:55, 2x Lead Wire
gregtech:wire_double:425, 2x Magnesium Diboride Wire
gregtech:wire_double:424, 2x Manganese Phosphide Wire
gregtech:wire_double:426, 2x Mercury Barium Calcium Cuprate Wire
gregtech:wire_double:124, 2x Naquadah Wire
gregtech:wire_double:2042, 2x Naquadah Alloy Wire
gregtech:wire_double:294, 2x Nichrome Wire
gregtech:wire_double:69, 2x Nickel Wire
gregtech:wire_double:295, 2x Niobium Nitride Wire
gregtech:wire_double:296, 2x Niobium-Titanium Wire
gregtech:wire_double:75, 2x Osmium Wire
gregtech:wire_double:80, 2x Platinum Wire
gregtech:wire_double:2517, 2x Red Alloy Wire
gregtech:wire_double:432, 2x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_double:428, 2x Samarium Iron Arsenic Oxide Wire
gregtech:wire_double:100, 2x Silver Wire
gregtech:wire_double:324, 2x Steel Wire
gregtech:wire_double:112, 2x Tin Wire
gregtech:wire_double:130, 2x Trinium Wire
gregtech:wire_double:128, 2x Tritanium Wire
gregtech:wire_double:115, 2x Tungsten Wire
gregtech:wire_double:2013, 2x Tungstensteel Wire
gregtech:wire_double:430, 2x Uranium Rhodium Dinaquadide Wire
gregtech:wire_double:427, 2x Uranium Triplatinum Wire
gregtech:wire_double:334, 2x Vanadium-Gallium Wire
gregtech:wire_double:338, 2x Yttrium Barium Cuprate Wire
gregtech:wire_quadruple:2, 4x Aluminium Wire
gregtech:wire_quadruple:252, 4x Annealed Copper Wire
gregtech:wire_quadruple:2011, 4x Black Steel Wire
gregtech:wire_quadruple:2527, 4x Blue Alloy Wire
gregtech:wire_quadruple:23, 4x Cobalt Wire
gregtech:wire_quadruple:25, 4x Copper Wire
gregtech:wire_quadruple:274, 4x Cupronickel Wire
gregtech:wire_quadruple:277, 4x Electrum Wire
gregtech:wire_quadruple:431, 4x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_quadruple:33, 4x Europium Wire
gregtech:wire_quadruple:41, 4x Gold Wire
gregtech:wire_quadruple:342, 4x Graphene Wire
gregtech:wire_quadruple:2516, 4x HSS-G Wire
gregtech:wire_quadruple:429, 4x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_quadruple:51, 4x Iron Wire
gregtech:wire_quadruple:288, 4x Kanthal Wire
gregtech:wire_quadruple:55, 4x Lead Wire
gregtech:wire_quadruple:425, 4x Magnesium Diboride Wire
gregtech:wire_quadruple:424, 4x Manganese Phosphide Wire
gregtech:wire_quadruple:426, 4x Mercury Barium Calcium Cuprate Wire
gregtech:wire_quadruple:124, 4x Naquadah Wire
gregtech:wire_quadruple:2042, 4x Naquadah Alloy Wire
gregtech:wire_quadruple:294, 4x Nichrome Wire
gregtech:wire_quadruple:69, 4x Nickel Wire
gregtech:wire_quadruple:295, 4x Niobium Nitride Wire
gregtech:wire_quadruple:296, 4x Niobium-Titanium Wire
gregtech:wire_quadruple:75, 4x Osmium Wire
